Edge,CO2_Emissions,CO_Emissions,HC_Emissions,NOx_Emissions,Mean_Speed,Estimated_Travel_Time,Traffic_Level,Total_Neighbours,Length,Step_Count
-1259062#0,3716.1768015629555,20.34463757990799,0.17842243713332268,1.345391234576661,14.2270937955571,16.53746038234979,1,14,235.28,20
-224661527#5,7121.570921328883,97.70877947454922,0.6150925867368056,2.981123560924163,13.070355708380033,4.781813241695346,1,10,62.5,20
-37875048#0,11207.446976416102,174.96361984440802,1.0686778296009785,4.8819260030723415,14.160547998378348,4.823259665361937,1,12,68.3,20
-4071441#6,3106.552220575585,72.14055090698191,0.3989751424956098,1.2440379879720453,6.94088935483775,14.930363344255104,1,9,103.63,20
-4323388#0,3879.9173356034294,114.0338080033442,0.6095478095560761,1.6631196614721722,4.900466822673622,1.3651760622164635,1,11,6.69,20
-4604415,4094.103512655247,133.28542597864333,0.7029474075999212,1.7926202770714066,3.8420721091795715,10.679133247387558,1,8,41.03,20
-48959557#0,3594.0145185016654,23.257165376153935,0.18844372879815482,1.3097053923690722,13.345326362248679,13.041269675676508,1,10,174.04,20
126146443,4766.194099986834,125.48136111549906,0.6835327275482675,2.067743763437633,5.4090823627077045,6.873624305729421,1,8,37.18,20
2526619#0,3972.487693285232,7.60374278211,0.13190695934133811,1.2486391982538514,23.350825171144454,26.964357592727442,1,12,629.64,20
4211184#12,7629.380422610719,147.12277590042933,0.852562748190926,3.335849695652975,8.5601960807906,4.996380876832656,1,11,42.77,20
4345149#0,3461.7934399951937,147.95247654125475,0.7548988200083016,1.5436493535443374,2.0236722298897805,32.12970907029807,1,12,65.02,20
4489891#0,5733.446515174671,109.77805755204953,0.6354041598465763,2.4453699491574135,8.400673531522509,3.77112619376585,1,12,31.68,20
4539021#0,2624.722222222222,164.7777777777778,0.8119444444444445,1.2044444444444444,0.0,8080.0,1,11,8.08,20
8121601#7,8200.55706419016,115.70276469650045,0.7239832471953417,3.4739931739077172,13.721502474208098,9.045656642434361,1,12,124.12,20
-101883693#1,11504.768792389785,182.28203058552145,1.1093424925948399,5.027240515216355,13.958576629324904,2.177872487093999,1,12,30.4,40
-163253166#0,5622.084620949702,71.77577447905944,0.4596200366456553,2.2911752377886203,12.36946860796304,15.932778217580557,1,11,197.08,40
-224661527#1,3417.8910502712893,18.73458759591939,0.1635008744537544,1.2231349886790408,13.48397788351382,1.9415635524001391,1,12,26.18,40
-2405164#1,3659.7707945301745,81.795335818077,0.45665820780096894,1.5012192436989766,7.087745331589661,3.16179531735148,1,11,22.41,40
-2526619#0,5905.767549986479,112.2290524810598,0.6508357726343014,2.5239940638427014,8.504020913994761,73.90268748819156,1,12,628.47,40
-4001209#0,2641.760385935016,5.76805980496633,0.08507529067886685,0.8683243362091138,13.027429946548118,14.445673534392313,1,11,188.19,40
-4020744#4,10454.70140485388,162.9738514552063,0.9952341240413333,4.541079573305722,13.583918636794024,4.958068566280477,1,12,67.35,40
-4224937#1,9053.007702987798,150.0530850274634,0.9012363549399387,3.935054613559304,11.38372686081566,6.155277692158136,1,12,70.07,40
-43129380#0,2624.722222222222,164.7777777777778,0.8119444444444445,1.2044444444444444,0.0,200.0,1,11,0.2,40
-4489890#4,2936.234810763897,23.850901823054944,0.17452880554848102,1.047914035745751,11.4166897567178,16.826243341417303,1,12,192.1,40
-4604412#1,5148.790588023803,63.77699983655912,0.41140208409345824,2.0737629888636375,12.134773501564327,17.334480942135688,1,12,210.35,40
1258397#1,10817.864993983072,171.6471166037729,1.0437155844902395,4.71710931645049,13.397059839040054,49.37351985787622,1,10,661.46,40
15147019#15,7400.140716897325,144.1474709699472,0.8333359592750833,3.2319625532627207,8.39550173611071,5.548209203465497,1,11,46.58,40
173930498#1,5760.315548307127,71.06404036134548,0.45989233087400233,2.343856192830464,12.868380441511244,74.69316005760865,1,12,961.18,40
31692868#2,4699.182270662441,135.2331166887908,0.7265594144151079,2.05816622916481,4.5845511694205925,26.198856891628896,1,10,120.11,40
392847626,2858.3784139973386,33.43539538652416,0.21619459289499962,1.044103590959545,10.126980887911783,11.071414199451453,1,10,112.12,40
4071441#1,6619.075158657265,80.29114084880179,0.5235398483026711,2.7159473504616285,14.195895781041157,6.308161272893778,1,14,89.55,40
4071455#1,8776.391475701537,157.60252093265376,0.9287018390090667,3.84303130331058,9.877378541802516,1.670483714901639,1,11,16.5,40
4211184#16,3390.3973748091375,33.109154333324646,0.22797650881437093,1.2619305376165932,11.428023649310191,3.6130481758753024,1,12,41.29,40
4489890#4,4148.609681778992,26.934729486081498,0.21929268695284207,1.5392392992285664,14.639025301320881,12.931871904266641,1,12,189.31,40
4539621#5,6143.082441405588,142.30169449459112,0.7940868314313467,2.693498276954344,6.311146880360321,6.944855005101327,1,12,43.83,40
4802562#4,3283.2235079566,147.44991234508672,0.7482806179708636,1.464795476554397,1.8261364521924408,88.47093534879757,1,10,161.56,40
